Baseline 100%T;;Koen;;Mads;;Eva;;Jasmijn;;;;;;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;;;;;
Source Changeover (nm)            350.00;;;;;;;;;;;;;;
Baseline Correction               On;;;;;;;;;;;;;;
Baseline Type                     Baseline correction;;;;;;;;;;;;;;
Baseline File Name;;;;;;;;;;;;;;
Baseline Std Ref File Name;;;;;;;;;;;;;;
Cycle Mode                        Off;;;;;;;;;;;;;;
Comments;;;;;;;;;;;;;;
Method Log     :;;;;;;;;;;;;;;
Method Name    : C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
Date/Time stamp: 5/6/2019 2:11:36 PM;;;;;;;;;;;;;;
Method Modifications:;;;;;;;;;;;;;;
X Start nm Changed: 5/6/2019 2:10:07 PM; Old: 800.00; New: 750.00;;;;;;;;;;;;
X Stop nm Changed: 5/6/2019 2:10:07 PM; Old: 200.00; New: 350.00;;;;;;;;;;;;
Common Interval nm Changed: 5/6/2019 2:10:07 PM; Old:    1.000; New:    0.400;;;;;;;;;;;;
Measurement Mode Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Baseline Correction Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Beam mode Changed: 5/6/2019 2:10:07 PM; Old:Double auto select; New:Double fixed slit;;;;;;;;;;;;
Saved as C:\Varian\Users\Eduard\baseline_subtract_mehod.MSW;;;;;;;;;;;;;;
Opened C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
End Method Modifications;;;;;;;;;;;;;;
<SBW (nm)> ;2;;;;;;;;;;;;;
<Energy> ;43,65;;;;;;;;;;;;;
<Slit height> ; Full;;;;;;;;;;;;;
<Current Wavelength> ;350;;;;;;;;;;;;;
