Baseline 100%T;;Baseline 0%T;;Eva;;Jasmijn;;Mads;;Koen;;F. albivenis (Nicco);;A. thaliana (model);
Wavelength (nm);%T;Wavelength (nm);%T;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
606,7999878;66,86692047;606,7999878;-4,956402302;606,7999878;0,309033245;606,7999878;0,188274771;606,7999878;0,212559894;606,7999878;0,108030878;606,7999878;0,062819086;606,7999878;0,063128486
606,4000244;66,87059021;606,4000244;-4,963579178;606,4000244;0,308074147;606,4000244;0,187655255;606,4000244;0,211539626;606,4000244;0,107683316;606,4000244;0,062520191;606,4000244;0,062835567
606;66,89673615;606;-4,954730511;606;0,30748719;606;0,187006742;606;0,211376444;606;0,10731674;606;0,062377114;606;0,06240413
605,5999756;66,87397003;605,5999756;-4,951861382;605,5999756;0,306099951;605,5999756;0,186609313;605,5999756;0,210477755;605,5999756;0,106682964;605,5999756;0,062040269;605,5999756;0,062088467
605,2000122;66,82205963;605,2000122;-4,959379673;605,2000122;0,305212349;605,2000122;0,185635254;605,2000122;0,209211856;605,2000122;0,105893798;605,2000122;0,061781272;605,2000122;0,061660305
604,7999878;66,85783386;604,7999878;-4,956474781;604,7999878;0,304730892;604,7999878;0,185293645;604,7999878;0,209652513;604,7999878;0,105859742;604,7999878;0,061564576;604,7999878;0,061539102
604,4000244;66,8468399;604,4000244;-4,959538937;604,4000244;0,303497315;604,4000244;0,18480815;604,4000244;0,208640873;604,4000244;0,105237313;604,4000244;0,061502419;604,4000244;0,061392173
604;66,841362;604;-4,95829916;604;0,303213775;604;0,184190497;604;0,208156347;604;0,104876787;604;0,061615884;604;0,061101232
603,5999756;66,8480072;603,5999756;-4,958385468;603,5999756;0,302128792;603,5999756;0,183960438;603,5999756;0,20776403;603,5999756;0,104580343;603,5999756;0,061009854;603,5999756;0,060939793
603,2000122;66,80899048;603,2000122;-4,957677841;603,2000122;0,301343471;603,2000122;0,183540821;603,2000122;0,206744999;603,2000122;0,104056977;603,2000122;0,061110049;603,2000122;0,060592487
602,7999878;66,83953094;602,7999878;-4,964408875;602,7999878;0,300736398;602,7999878;0,183232591;602,7999878;0,206525743;602,7999878;0,103706233;602,7999878;0,060654931;602,7999878;0,060257677
602,4000244;66,81479645;602,4000244;-4,957478046;602,4000244;0,299731731;602,4000244;0,18273145;602,4000244;0,20596458;602,4000244;0,103205718;602,4000244;0,060816202;602,4000244;0,060323317
602;66,83895874;602;-4,959089756;602;0,299493641;602;0,182495341;602;0,205811322;602;0,103156179;602;0,060458489;602;0,059879892
601,5999756;66,78964233;601,5999756;-4,963404179;601,5999756;0,298386097;601,5999756;0,181629986;601,5999756;0,205181405;601,5999756;0,1025052;601,5999756;0,060289677;601,5999756;0,059649263
601,2000122;66,81383514;601,2000122;-4,954843044;601,2000122;0,297714621;601,2000122;0,181575686;601,2000122;0,205052093;601,2000122;0,102671407;601,2000122;0,060403451;601,2000122;0,059485663
600,7999878;66,79718781;600,7999878;-4,955888748;600,7999878;0,296866328;600,7999878;0,181127876;600,7999878;0,20459874;600,7999878;0,102327682;600,7999878;0,059888717;600,7999878;0,05938495
600,4000244;66,76958466;600,4000244;-4,965411186;600,4000244;0,296311021;600,4000244;0,180644587;600,4000244;0,203914598;600,4000244;0,101710364;600,4000244;0,060171295;600,4000244;0,059376877
600;66,80635834;600;-4,958557606;600;0,295799881;600;0,180612057;600;0,203858256;600;0,101408944;600;0,059972011;600;0,059256192
599,5999756;66,74168396;599,5999756;-4,956125259;599,5999756;0,294926107;599,5999756;0,180313736;599,5999756;0,202864274;599,5999756;0,101054028;599,5999756;0,059549849;599,5999756;0,058875721
599,2000122;66,79405212;599,2000122;-4,964923859;599,2000122;0,294517607;599,2000122;0,180515826;599,2000122;0,203320041;599,2000122;0,101388775;599,2000122;0,059598334;599,2000122;0,058609713
598,7999878;66,73957062;598,7999878;-4,964027405;598,7999878;0,293859959;598,7999878;0,179689556;598,7999878;0,202489659;598,7999878;0,10055352;598,7999878;0,059324764;598,7999878;0,058459923
598,4000244;66,75467682;598,4000244;-4,959920406;598,4000244;0,293471187;598,4000244;0,179449305;598,4000244;0,202333465;598,4000244;0,100509733;598,4000244;0,059174638;598,4000244;0,058579229
598;66,73389435;598;-4,956363201;598;0,292599559;598;0,179278418;598;0,20184125;598;0,100424029;598;0,059337109;598;0,058635697
597,5999756;66,71572113;597,5999756;-4,947586536;597,5999756;0,291875005;597,5999756;0,178687528;597,5999756;0,20156464;597,5999756;0,099675387;597,5999756;0,058874268;597,5999756;0,057875551
597,2000122;66,65224457;597,2000122;-4,966490269;597,2000122;0,291129708;597,2000122;0,177702874;597,2000122;0,200617835;597,2000122;0,099015877;597,2000122;0,058761902;597,2000122;0,058167327
596,7999878;66,67236328;596,7999878;-4,96802187;596,7999878;0,29034707;596,7999878;0,177728996;596,7999878;0,200719982;596,7999878;0,099192962;596,7999878;0,059157789;596,7999878;0,058552984
596,4000244;66,70822144;596,4000244;-4,958313465;596,4000244;0,289836466;596,4000244;0,177975699;596,4000244;0,200962469;596,4000244;0,099003948;596,4000244;0,058297567;596,4000244;0,058092128
596;66,69689178;596;-4,960662365;596;0,288990349;596;0,177558973;596;0,199657142;596;0,098776147;596;0,05844529;596;0,057983071
595,5999756;66,64775848;595,5999756;-4,961060047;595,5999756;0,288115025;595,5999756;0,177046984;595,5999756;0,198996782;595,5999756;0,09808173;595,5999756;0,058367383;595,5999756;0,057810489
595,2000122;66,67743683;595,2000122;-4,953235626;595,2000122;0,287649781;595,2000122;0,177011773;595,2000122;0,198961243;595,2000122;0,098614186;595,2000122;0,058084704;595,2000122;0,057270817
594,7999878;66,61407471;594,7999878;-4,953012943;594,7999878;0,287095338;594,7999878;0,176199988;594,7999878;0,198594555;594,7999878;0,097641483;594,7999878;0,057933345;594,7999878;0,057501603
594,4000244;66,59861755;594,4000244;-4,965471268;594,4000244;0,285823643;594,4000244;0,175779328;594,4000244;0,19776696;594,4000244;0,097384334;594,4000244;0,058145043;594,4000244;0,057558019
594;66,5809021;594;-4,952453136;594;0,285058558;594;0,175687924;594;0,197935939;594;0,096847594;594;0,057533756;594;0,057439107
593,5999756;66,62961578;593,5999756;-4,963114262;593,5999756;0,284606457;593,5999756;0,174925298;593,5999756;0,197105065;593,5999756;0,09708254;593,5999756;0,057944704;593,5999756;0,057603359
593,2000122;66,65923309;593,2000122;-4,962826252;593,2000122;0,284065783;593,2000122;0,1744508;593,2000122;0,196806446;593,2000122;0,097129896;593,2000122;0,057546847;593,2000122;0,0574059
592,7999878;66,56955719;592,7999878;-4,950137138;592,7999878;0,282508403;592,7999878;0,173465401;592,7999878;0,196094647;592,7999878;0,096004389;592,7999878;0,057299759;592,7999878;0,057043072
592,4000244;66,49144745;592,4000244;-4,955578804;592,4000244;0,282031119;592,4000244;0,17304638;592,4000244;0,19515042;592,4000244;0,095329605;592,4000244;0,056867585;592,4000244;0,056750398
592;66,57154846;592;-4,96114397;592;0,280569047;592;0,173057526;592;0,195105523;592;0,095223032;592;0,056875642;592;0,056855105
591,5999756;66,53817749;591,5999756;-4,957029819;591,5999756;0,280306011;591,5999756;0,172748894;591,5999756;0,194398806;591,5999756;0,094975494;591,5999756;0,056614693;591,5999756;0,056335684
591,2000122;66,50608826;591,2000122;-4,95834589;591,2000122;0,278893471;591,2000122;0,171926379;591,2000122;0,19329378;591,2000122;0,094543949;591,2000122;0,056299791;591,2000122;0,056039542
590,7999878;66,54844666;590,7999878;-4,958578587;590,7999878;0,278104216;590,7999878;0,171393827;590,7999878;0,193185732;590,7999878;0,094593354;590,7999878;0,056253735;590,7999878;0,056055769
590,4000244;66,45632172;590,4000244;-4,943396568;590,4000244;0,276831716;590,4000244;0,170584947;590,4000244;0,191940263;590,4000244;0,093240969;590,4000244;0,055951815;590,4000244;0,055929054
590;66,49596405;590;-4,964464188;590;0,276227176;590;0,169989049;590;0,191724688;590;0,093262084;590;0,05609677;590;0,055842411
589,5999756;66,48419189;589,5999756;-4,958343029;589,5999756;0,274640679;589,5999756;0,169450149;589,5999756;0,191130132;589,5999756;0,092861377;589,5999756;0,055605382;589,5999756;0,055014905
589,2000122;66,50356293;589,2000122;-4,954001427;589,2000122;0,274107814;589,2000122;0,16950044;589,2000122;0,190839484;589,2000122;0,092826471;589,2000122;0,055288211;589,2000122;0,055615943
588,7999878;66,45722961;588,7999878;-4,966366291;588,7999878;0,272535414;588,7999878;0,168317333;588,7999878;0,189339161;588,7999878;0,091947556;588,7999878;0,055530921;588,7999878;0,055679649
588,4000244;66,49128723;588,4000244;-4,960436344;588,4000244;0,271589965;588,4000244;0,167873457;588,4000244;0,189096183;588,4000244;0,091903888;588,4000244;0,054763965;588,4000244;0,054758299
588;66,31847382;588;-4,947564602;588;0,269824565;588;0,166075647;588;0,187537387;588;0,090069726;588;0,054296203;588;0,054555818
587,5999756;66,39266968;587,5999756;-4,969034195;587,5999756;0,269589394;587,5999756;0,16615507;587,5999756;0,187191933;587,5999756;0,089997172;587,5999756;0,054538298;587,5999756;0,054439694
587,2000122;66,39030457;587,2000122;-4,966267586;587,2000122;0,268170178;587,2000122;0,165803626;587,2000122;0,18641068;587,2000122;0,089852005;587,2000122;0,05389332;587,2000122;0,053986378
586,7999878;66,35941315;586,7999878;-4,950240612;586,7999878;0,266837001;586,7999878;0,164633289;586,7999878;0,185622543;586,7999878;0,089078896;586,7999878;0,054141175;586,7999878;0,053928342
586,4000244;66,41075897;586,4000244;-4,965957642;586,4000244;0,265980899;586,4000244;0,164954066;586,4000244;0,185479373;586,4000244;0,088936865;586,4000244;0,053613041;586,4000244;0,053467095
586;66,34216309;586;-4,965241432;586;0,264515281;586;0,163264394;586;0,184037387;586;0,088153131;586;0,053370375;586;0,053267762
585,5999756;66,37372589;585,5999756;-4,961808205;585,5999756;0,263392746;585,5999756;0,163026393;585,5999756;0,183400258;585,5999756;0,087632202;585,5999756;0,05296417;585,5999756;0,052766908
585,2000122;66,33509827;585,2000122;-4,954870224;585,2000122;0,261753708;585,2000122;0,162268221;585,2000122;0,182313174;585,2000122;0,087241746;585,2000122;0,052599803;585,2000122;0,05248598
584,7999878;66,29831696;584,7999878;-4,968866348;584,7999878;0,2606996;584,7999878;0,16160506;584,7999878;0,181066796;584,7999878;0,086326748;584,7999878;0,052581396;584,7999878;0,052374642
584,4000244;66,29987335;584,4000244;-4,950764656;584,4000244;0,260069639;584,4000244;0,161070526;584,4000244;0,180952787;584,4000244;0,086132139;584,4000244;0,05232859;584,4000244;0,052508589
584;66,30205536;584;-4,96880579;584;0,258377314;584;0,159770727;584;0,179775268;584;0,085510358;584;0,051974587;584;0,052048966
583,5999756;66,31778717;583,5999756;-4,966036797;583,5999756;0,257176787;583,5999756;0,159017488;583,5999756;0,179258511;583,5999756;0,085064277;583,5999756;0,051881466;583,5999756;0,051530886
583,2000122;66,28697968;583,2000122;-4,95103693;583,2000122;0,255687088;583,2000122;0,158963546;583,2000122;0,178527832;583,2000122;0,084234387;583,2000122;0,05164507;583,2000122;0,051519811
582,7999878;66,35089874;582,7999878;-4,967353821;582,7999878;0,25537771;582,7999878;0,158061534;582,7999878;0,177591354;582,7999878;0,083995387;582,7999878;0,050926507;582,7999878;0,050802007
582,4000244;66,27215576;582,4000244;-4,959147453;582,4000244;0,253331214;582,4000244;0,156625763;582,4000244;0,176614583;582,4000244;0,08308892;582,4000244;0,050756704;582,4000244;0,050869256
582;66,24803162;582;-4,95334816;582;0,252175719;582;0,156121284;582;0,175218582;582;0,082750693;582;0,050496873;582;0,050574549
581,5999756;66,12856293;581,5999756;-4,963705063;581,5999756;0,250265956;581,5999756;0,154533953;581,5999756;0,173868895;581,5999756;0,080806538;581,5999756;0,050463986;581,5999756;0,050316017
581,2000122;66,20181274;581,2000122;-4,958951473;581,2000122;0,249038205;581,2000122;0,154044583;581,2000122;0,173450261;581,2000122;0,081328422;581,2000122;0,050079457;581,2000122;0,049755499
580,7999878;66,13679504;580,7999878;-4,958643913;580,7999878;0,247941837;580,7999878;0,153295323;580,7999878;0,171801016;580,7999878;0,080019467;580,7999878;0,049295124;580,7999878;0,049358893
580,4000244;66,1915741;580,4000244;-4,958392143;580,4000244;0,246518731;580,4000244;0,152573422;580,4000244;0,171557412;580,4000244;0,079804614;580,4000244;0,049658932;580,4000244;0,049578436
580;66,18753052;580;-4,964468479;580;0,245187417;580;0,151552141;580;0,170448855;580;0,079060808;580;0,049388245;580;0,049206402
579,5999756;66,16383362;579,5999756;-4,956756115;579,5999756;0,243854925;579,5999756;0,151100576;579,5999756;0,170205399;579,5999756;0,078585252;579,5999756;0,048418719;579,5999756;0,048493534
579,2000122;66,17459106;579,2000122;-4,959499359;579,2000122;0,242263272;579,2000122;0,150576219;579,2000122;0,168888852;579,2000122;0,078073405;579,2000122;0,048552148;579,2000122;0,048883699
578,7999878;66,09599304;578,7999878;-4,961960316;578,7999878;0,240549207;578,7999878;0,148984775;578,7999878;0,167516291;578,7999878;0,076620422;578,7999878;0,048319761;578,7999878;0,04790929
578,4000244;66,11756897;578,4000244;-4,913274288;578,4000244;0,239931956;578,4000244;0,147899404;578,4000244;0,16676718;578,4000244;0,076357961;578,4000244;0,047825992;578,4000244;0,047504779
578;66,13053894;578;-4,894845963;578;0,237958416;578;0,14735046;578;0,165782213;578;0,076085962;578;0,047118414;578;0,047132466
577,5999756;66,10354614;577,5999756;-4,84098959;577,5999756;0,237465292;577,5999756;0,146095887;577,5999756;0,164899766;577,5999756;0,0757121;577,5999756;0,046619266;577,5999756;0,046982512
577,2000122;66,06988525;577,2000122;-4,829140186;577,2000122;0,234940738;577,2000122;0,145397455;577,2000122;0,163600087;577,2000122;0,074084796;577,2000122;0,046772815;577,2000122;0,046401504
576,7999878;66,06806183;576,7999878;-4,9705019;576,7999878;0,23331593;576,7999878;0,144227982;576,7999878;0,162380248;576,7999878;0,074256085;576,7999878;0,046590794;576,7999878;0,046526592
576,4000244;66,0843811;576,4000244;-4,955695152;576,4000244;0,231710017;576,4000244;0,143232748;576,4000244;0,161506668;576,4000244;0,073406994;576,4000244;0,045895036;576,4000244;0,045817416
576;66,05084991;576;-4,906029701;576;0,230065823;576;0,142242014;576;0,15989396;576;0,071984671;576;0,046064358;576;0,045931492
575,5999756;66,05214691;575,5999756;-5,023938179;575,5999756;0,229011133;575,5999756;0,14111653;575,5999756;0,158829376;575,5999756;0,071399979;575,5999756;0,045956753;575,5999756;0,045397319
575,2000122;66,07914734;575,2000122;-5,36147356;575,2000122;0,225398883;575,2000122;0,139245182;575,2000122;0,15706256;575,2000122;0,070135318;575,2000122;0,045066837;575,2000122;0,044810303
574,7999878;66,07720947;574,7999878;-5,258069992;574,7999878;0,224259481;574,7999878;0,138218552;574,7999878;0,156318575;574,7999878;0,070196807;574,7999878;0,044927068;574,7999878;0,044896927
574,4000244;65,98167419;574,4000244;-5,076030731;574,4000244;0,222980991;574,4000244;0,137248054;574,4000244;0,154835701;574,4000244;0,068818733;574,4000244;0,044796471;574,4000244;0,043945901
574;65,96775055;574;-4,987953663;574;0,221646443;574;0,136415869;574;0,154494524;574;0,068198852;574;0,043991189;574;0,043617468
573,5999756;66,08588409;573,5999756;-4,940070629;573,5999756;0,220295638;573,5999756;0,136276111;573,5999756;0,153985605;573,5999756;0,067803539;573,5999756;0,043050002;573,5999756;0,043306932
573,2000122;65,98819733;573,2000122;-4,954312325;573,2000122;0,21820876;573,2000122;0,135001645;573,2000122;0,15200448;573,2000122;0,066420652;573,2000122;0,043028794;573,2000122;0,042882651
572,7999878;65,99568939;572,7999878;-4,940406322;572,7999878;0,216871709;572,7999878;0,133361384;572,7999878;0,15042232;572,7999878;0,065989979;572,7999878;0,0424603;572,7999878;0,042302161
572,4000244;65,97855377;572,4000244;-4,931522846;572,4000244;0,215251237;572,4000244;0,132650018;572,4000244;0,149389193;572,4000244;0,064877234;572,4000244;0,042156804;572,4000244;0,042130448
572;65,94963837;572;-4,935914993;572;0,21288228;572;0,130886078;572;0,148174658;572;0,064355344;572;0,041735299;572;0,041480526
571,5999756;65,89337921;571,5999756;-4,958032608;571,5999756;0,210472867;571,5999756;0,129723981;571,5999756;0,146526665;571,5999756;0,062692985;571,5999756;0,041904349;571,5999756;0,041493997
571,2000122;65,91805267;571,2000122;-4,957099915;571,2000122;0,208985031;571,2000122;0,128887504;571,2000122;0,145018935;571,2000122;0,062596582;571,2000122;0,04135241;571,2000122;0,041195985
570,7999878;65,95307922;570,7999878;-4,968841553;570,7999878;0,207784653;570,7999878;0,127998054;570,7999878;0,144645363;570,7999878;0,062032059;570,7999878;0,040409818;570,7999878;0,040472411
570,4000244;65,94484711;570,4000244;-4,979641438;570,4000244;0,205782563;570,4000244;0,126996428;570,4000244;0,142875776;570,4000244;0,0605435;570,4000244;0,040335417;570,4000244;0,040310677
570;65,92294312;570;-4,974419117;570;0,203416914;570;0,125326201;570;0,142339751;570;0,060255121;570;0,040147558;570;0,0393348
569,5999756;65,80683899;569,5999756;-4,839724541;569,5999756;0,201981366;569,5999756;0,124537826;569,5999756;0,140671492;569,5999756;0,058945745;569,5999756;0,039329529;569,5999756;0,039260555
569,2000122;65,74318695;569,2000122;-4,957084179;569,2000122;0,199868769;569,2000122;0,123137154;569,2000122;0,139251784;569,2000122;0,057396684;569,2000122;0,039738718;569,2000122;0,039415237
568,7999878;65,74390411;568,7999878;-4,957227707;568,7999878;0,198454067;568,7999878;0,121994048;568,7999878;0,137968913;568,7999878;0,057228614;568,7999878;0,03871024;568,7999878;0,038416736
568,4000244;65,72640991;568,4000244;-4,95854187;568,4000244;0,19635579;568,4000244;0,121055037;568,4000244;0,136805266;568,4000244;0,056724586;568,4000244;0,03837163;568,4000244;0,038050663
568;65,75097656;568;-4,958445549;568;0,19482331;568;0,120457843;568;0,135813579;568;0,055859983;568;0,038237363;568;0,038099095
